date,Compensation of employees,Decrease in financial assets,Decrease in liabilities,Decrease in non-financial assets,Dividends,Domestic,Excise duty,Expenditure,Fixed assets,Foreign,From domestic products,From imported products,Goods and services,Grants,Import tax,Income,Income tax,Increase in financial assets,Increase in liabilities,Increase in non-financial assets,Interest,Inventories,Loans,Non-produced assets,Other expenses,Other revenues,Other taxes,Profit tax,Rent,Revenues,Sale of goods and services,Sanctions (fines and penalties),Shares and other equity,Social security,State budget balance,Subsidies,Taxes,Valuables,Value added tax,Voluntary transfers other than grants,interest,is_weekend,is_holiday
2015-01-27,15344418.71,0.0,232413.04,51.0,0.0,0.0,2711297.45,37549068.11,51.0,88610.38,,,4767667.73,165705.0,328437.28,20173671.1,8020310.2,0.0,88610.38,109488.57,0.0,0.0,0.0,0.0,723188.6,529983.31,83244.9,727557.65,0.0,20262332.48,83554.03,140473.63,0.0,15882557.71,409312806.77,492744.98,19474571.56,0.0,7603649.08,0.0,0.0,0,0
2015-01-28,1632809.75,6032784.86,20579855.99,10398501.59,0.0,0.0,1358961.18,33994515.23,57.0,98604.95,,,3606165.88,2532456.0,293070.18,17528738.29,7620905.26,18243.7,98604.95,32540.61,395901.0,0.0,6032784.86,10398444.59,1567230.02,1539348.03,53057.55,368323.15,455.0,34057494.69,124721.39,211735.59,0.0,2904820.31,409375786.23,797282.67,15916599.56,0.0,6222282.24,0.0,997479.45,0,0
2015-01-29,538643.51,834632.62,984647.32,31.0,0.0,59998132.91,1670003.47,17644664.84,31.0,52589.42,,,1813121.22,30141000.28,251765.69,50234291.77,8255068.81,2438000.0,60050722.33,3346547.47,5564.22,0.0,834632.62,0.0,478210.3,1564072.97,46198.38,743201.31,1080.15,111119677.72,331728.83,200145.62,0.0,6832624.95,502850912.11,1183276.89,18553247.48,0.0,7587009.82,-198.0,133382.01,0,0
2015-01-30,5316622.61,0.0,261689.53,10855.9,0.0,0.0,1210319.66,35508805.51,10300.0,3431426.93,,,5790703.9,505144.13,469079.19,32140903.79,17412353.81,3750000.0,3431426.93,7658881.15,1401250.0,0.0,0.0,555.9,5051174.46,816724.72,53378.03,2592313.63,2090.99,35583186.62,193899.84,177193.08,0.0,3424440.45,502925493.22,2851761.92,30821316.43,0.0,9083827.11,0.0,0.0,0,0
2015-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-02,185743.21,0.0,22136.36,380.33,0.0,0.0,1683425.54,6663152.5,5.0,2278409.57,,,598603.67,58223.990000000005,299087.53,19000267.88,7603667.22,0.0,2278409.57,73129.93,2365000.0,0.0,0.0,375.33,61349.2,822595.54,54626.87,945831.09,360.0,21279057.78,175786.15,178313.99,0.0,3110241.85,517541398.5,240020.37,18126376.26,0.0,7539738.01,0.0,160740.53,0,0
2015-02-03,47809.36,0.0,331815.67,268.5,0.0,0.0,686282.07,35493746.44,3.0,35199.78,,,1644167.56,387707.23,250964.45,13647021.31,6972264.2,0.0,35199.78,512948.99,0.0,0.0,0.0,265.5,30840028.39,466033.49,114586.16,349590.6,0.0,13682489.59,86979.71,186945.02,0.0,1330185.75,495732270.04,441114.91,13138956.4,0.0,4765268.92,0.0,47801.82,0,0
2015-02-04,891468.24,0.0,5901.21,10.0,0.0,0.0,612417.41,34808350.72,10.0,11574.41,,,1136870.59,533409.72,214228.57,19384621.63,5185595.19,0.0,11574.41,15496837.77,0.0,0.0,0.0,0.0,12463353.6,5594634.06,37196.44,1429513.17,2266.25,19396206.04,5119117.92,248173.78,0.0,3494245.98,480320209.5,1319673.33,13256577.85,0.0,5777476.62,0.0,0.0,0,0
2015-02-05,202912.53,0.0,672.25,1855.85,0.0,10022353.91,2374587.21,7653186.09,18.0,214125.35,,,2752054.86,293696.69,194716.5,18182633.29,8082382.68,0.0,10236479.26,367839.43,745816.58,0.0,0.0,1837.85,300176.85,690067.07,35162.92,397789.72,0.0,28420968.4,220485.5,335623.25,0.0,2467543.38,501087991.81,591640.01,17423399.73,0.0,6338760.7,-120.45,0.0,0,0
2015-02-06,42460.76,0.0,5316.08,71.0,1000.0,0.0,1172557.9,9029239.69,11.0,92525.43,,,893912.38,283467.96,279880.07,22288158.66,6474937.12,651849.67,92525.43,1232399.85,2320000.0,0.0,0.0,60.0,356237.74,502815.35,84083.34,480464.38,120.99,22380755.09,38469.76,173971.54,0.0,2395030.44,514439740.81,1128012.77,21505895.35,0.0,13013972.54,0.0,0.0,0,0
2015-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-09,9255.24,0.0,210697.18,538.5,0.0,0.0,1784123.62,12013873.75,12.0,624105.07,,,6042720.26,69403.81,414716.55,19001122.32,4463002.13,93021.08,624105.07,3783117.9,0.0,0.0,0.0,526.5,27654.88,642424.76,136329.32,911245.93,0.0,19625765.89,86476.33,265872.0,0.0,1403618.02,522051632.95,443789.19,18289293.75,0.0,10579626.2,0.0,0.0,0,0
2015-02-10,43111.46,4693.0,1627.5,420.0,0.0,0.0,1177323.71,141344135.19,0.0,3340243.75,,,3031174.54,87253.43,411118.59,16588480.47,5143480.6,2081.8,3340243.75,2364996.94,0.0,0.0,4693.0,420.0,278600.45,583575.61,23377.94,779140.78,9001.0,19933837.22,52473.04,241204.33,0.0,135159704.31,400641344.78,462838.19,15917651.43,0.0,8383209.81,0.0,2489.0,0,0
2015-02-11,11921.81,61688.31,3958917.65,-251.58,0.0,0.0,2218245.15,13725235.44,3097.82,16258.66,,,1578270.4,135648.38,424740.6,16937710.03,3098383.51,0.0,16258.66,2301343.6,1877465.88,0.0,61688.31,-3349.4,521976.31,366360.15,39694.76,501683.77,0.0,17015405.42,78238.78,156212.81,0.0,3134199.26,403933803.16,297566.58,16479275.45,0.0,10192605.42,0.0,6530.16,0,0
2015-02-12,6388.14,36594.0,3006.8,112.0,0.0,74998324.76,2201184.92,8067802.01,5.0,463024.11,,,2859814.45,1555727.16,295953.69,20093979.08,2855789.31,35308.02,75461348.87,119671.48,0.0,0.0,36594.0,107.0,86791.88,445285.57,-3775.92,489875.99,1123.08,95592033.95,66283.23,232977.07,0.0,3043439.81,491458698.3,449581.43,19556766.35,0.0,13717695.68,0.0,12003.29,0,0
2015-02-13,49356.94,61973.0,38378.3,10844.5,0.0,0.0,1944656.66,9667403.11,2.0,29001.83,,,1889607.41,358747.8,195776.5,29730879.63,5641955.62,0.0,29001.83,307126.68,2290478.0,0.0,61973.0,10842.5,425485.39,2197717.46,30650.6,439364.16,1183.72,29832698.96,96784.34,167329.75,0.0,3369941.95,511624985.15,1085860.69,27385582.12,0.0,19131678.26,0.0,1733970.78,0,0
2015-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-16,18505.7,0.0,147776.17,207.6,0.0,0.0,9366998.84,16835319.65,6.0,61689.1,,,1861219.8,4226140.93,391101.48,91780423.37,6870960.57,13705.7,61689.1,390316.79,4207590.46,0.0,0.0,201.6,1625414.31,2314531.31,79465.04,957313.12,12328.9,91842320.07,126297.34,156437.78,0.0,3952429.08,586631985.57,556831.75,89301281.02,0.0,71603928.1,3000.0,1682797.08,0,0
2015-02-17,43636.33,22456.0,0.0,315.25,0.0,0.0,2723450.13,32266320.57,16.0,1682841.42,,,2149808.95,396665.61,280369.46,29252707.4,4605600.4,0.0,1682841.42,1550156.35,0.0,0.0,22456.0,299.25,1272801.81,906996.55,56778.19,557091.94,0.0,30958320.07,186831.83,216338.77,0.0,26857081.05,585324181.07,390248.28,27951633.04,0.0,19728342.92,0.0,184371.42,0,0
2015-02-18,20018.79,11483.0,30758.13,3.0,0.0,0.0,2871459.89,11024855.27,3.0,48236.61,,,2013586.34,4655250.36,211922.2,18357494.95,4029471.48,0.0,48236.61,1138934.12,337500.0,0.0,11483.0,0.0,2423658.57,680709.27,94752.11,526876.09,502.62,18417217.56,184407.48,185021.38,0.0,198376.54,592717357.54,221899.58,17661658.52,0.0,9927176.75,0.0,2990.0,0,0
2015-02-19,79233.35,5806.0,421.0,301.0,0.0,-8602188.12,747570.02,12534449.57,1.0,94667.29,,,3504422.49,471620.08999999997,336767.51,11500398.04,2636901.68,0.0,-8507520.83,592686.1,3467238.29,0.0,5806.0,300.0,385735.99,396194.89,132109.21,1430684.03,673.72,2998984.21,122184.41,167333.5,0.0,3309402.38,583182892.18,915309.97,10912583.06,0.0,5628550.61,0.0,2821.0,0,0
2015-02-20,12979000.65,0.0,6427.49,979.27,0.0,0.0,1595726.55,30959788.72,475.5,1500.03,,,2823009.11,7858055.9799999995,224496.18,17313812.61,8536433.97,84668.15,1500.03,672514.79,148847.2,0.0,0.0,503.77,2000763.38,581211.2,127543.94,255262.29,1155.0,17316291.91,66021.24,236318.3,0.0,2295776.99,569540985.72,2258694.53,16564631.86,0.0,5825168.93,0.0,0.0,0,0
2015-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-02-23,22060956.86,0.0,15531.41,67.5,0.0,0.0,3739300.46,38610608.32,6.0,301881.89,,,4203605.36,5123965.17,465088.89,25701867.56,9966956.19,0.0,301881.89,52116.0,2080000.0,0.0,0.0,61.5,1135601.41,622313.02,80986.71,735708.78,0.0,26003816.95,264986.88,215792.82,0.0,2716700.55,556934409.35,1342796.73,24958889.37,0.0,9969758.34,0.0,0.0,0,0
2015-02-24,13186139.28,0.0,8266628.04,2962918.63,0.0,0.0,1175897.37,56252002.89,27.0,395124.66,,,4064879.64,10523867.85,168652.41,17285442.57,8884803.4,457800.73,395124.66,352181.4,4556135.52,0.0,0.0,2962891.63,694125.17,771061.24,40406.89,662609.7,0.0,20643485.86,179857.3,202084.32,0.0,13173021.79,521325892.32,1018791.32,16472813.48,0.0,5540443.71,0.0,1226.74,0,0
2015-02-25,48166842.93,25000.0,1567174.0,383.8,0.0,0.0,1334597.12,68320260.49,2.35,682561.62,,,7316979.61,7292592.06,209065.98,28309174.98,18856917.05,0.0,682561.62,618333.49,0.0,0.0,25000.0,381.45,140716.93,559338.9,139296.35,920234.31,0.0,29017120.4,69126.2,316917.2,0.0,2926743.25,482022873.83,795046.51,27245667.79,0.0,5785556.98,0.0,0.0,0,0
2015-02-26,4877721.94,0.0,183.22,6425707.3,0.0,14886078.65,762059.7,55329892.03,163.55,406977.46,,,4129986.0,34710060.02,284976.51,22210242.4,10969817.15,1232117.97,15293056.11,2673120.08,0.0,0.0,0.0,6425543.75,367357.01,886366.21,90998.6,482323.57,455.0,43929005.81,114771.73,469847.77,0.0,6426747.19,470621987.61,1093903.7,21142571.09,0.0,8552180.06,0.0,5770.0,0,0
2015-02-27,5447659.14,0.0,20392.43,1261735.48,1000.0,0.0,1859095.2,26033356.0,11249.0,1851306.48,,,3212917.12,658970.29,311131.4,30086553.36,16238778.99,0.0,1851306.48,6960061.79,0.0,0.0,0.0,1250486.48,6407587.1,936625.37,56689.94,3354009.62,2794.46,33199595.32,294199.8,246404.02,0.0,2179426.58,477788386.93,1733950.95,28562318.59,0.0,6742213.44,0.0,0.0,0,0
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-02,248008.35,0.0,0.0,265.21,0.0,0.0,2613414.0,8598154.53,22.94,2311179.75,,,2377571.42,110583.5,479334.08,30743416.4,10605598.17,90000.0,2311179.75,230364.66,0.0,0.0,0.0,242.27,395178.72,680144.2,101764.96,1248231.09,348.95,33054861.36,217007.69,238553.79,0.0,4999053.72,502245141.76,225295.58,29985370.78,0.0,14937028.48,0.0,0.0,0,0
2015-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2015-03-04,147494.48,0.0,91488.12,1.0,1000.0,0.0,940701.18,10726076.22,1.0,3611478.57,,,2877815.07,-39621.649999999994,408994.67,19792107.19,7371076.22,0.0,3611478.57,656923.18,0.0,0.0,0.0,0.0,821316.05,1385317.8,85691.17,399718.22,2000.0,23403586.76,407681.56,216540.25,0.0,6026880.14,514922652.3,240659.18,18309911.04,0.0,9103729.58,0.0,1247.98,0,0
2015-03-05,1340010.98,1039.99,1230.92,39.55,0.0,37738502.48,2312873.22,44740187.83,0.0,14338.37,,,2502963.84,4126162.4,216150.5,21595202.34,9681792.33,1224.35,37752840.85,2004448.24,0.0,0.0,1039.99,39.55,31337603.1,729874.35,62751.81,501140.96,0.0,59349122.73,119442.35,165625.35,0.0,3266070.81,529531631.62,286635.59,20739165.59,0.0,7964456.77,0.0,0.0,0,0
2015-03-06,812238.26,0.0,318646.19,4333026.07,0.0,0.0,1072783.47,14042504.46,5.0,1224.36,,,2187317.25,1106615.12,255720.58,25522088.39,12405224.54,244881.0,1224.36,311172.71,2696664.3,0.0,0.0,4333021.07,1240640.55,3256640.04,30979.87,1279890.59,0.0,29856338.82,145757.69,156517.73,0.0,4404468.24,545345514.98,1040550.95,21944758.24,0.0,6900159.19,0.0,2412418.5,0,0
2015-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2015-03-09,247734.6,0.0,13573.19,665.7,1000.0,-54980990.62,1840032.51,5810155.52,0.0,333856.37,,,2312912.95,29261.4,353191.14,25068193.41,5478217.41,0.0,-54647134.25,150494.51,2311509.38,0.0,0.0,665.7,380461.83,1071553.13,132002.5,977488.62,0.0,-29578275.14,109463.79,481897.39,0.0,255582.92,509957134.32,137886.14,23967378.88,0.0,15186446.7,0.0,0.0,0,0
2015-03-10,33142.86,0.0,24833.58,640.4,0.0,0.0,2218301.95,152884791.07,2.0,426409.23,,,7607148.08,1218644.89,201549.16,20411286.97,5199422.14,9197163.59,426409.23,712231.84,0.0,0.0,0.0,638.4,236791.42,1216243.38,70465.71,871098.86,93.14,20838336.6,91916.58,112477.73,0.0,131738684.42,377910694.25,2512552.34,18798641.64,0.0,10236330.6,0.0,0.0,0,0
2015-03-11,5266.14,66856.0,11156815.5,1.0,0.0,0.0,1379536.65,25789224.86,1.0,286070.31,,,3624251.4,2227179.91,332085.75,16496830.12,3473104.37,2081.8,286070.31,911839.44,5691737.23,0.0,66856.0,0.0,1105548.51,795555.42,32839.71,789672.06,-9774.0,16849757.43,343798.5,233275.35,0.0,972326.54,368971226.82,294114.65,15499338.44,0.0,9491899.5,0.0,9620.0,0,0
2015-03-12,302010.3,0.0,6063.64,1.0,0.0,25001512.51,2308283.39,10203623.95,1.0,937672.37,,,1928222.94,2884218.46,273743.01,21883615.81,3163374.18,0.0,25939184.88,152913.2,0.0,0.0,0.0,0.0,283699.18,2855329.59,54898.92,1107486.25,104082.86,47822801.69,211225.61,220487.16,0.0,3952621.57,406590809.21,720439.42,19001721.46,0.0,12093935.71,0.0,0.0,0,0
2015-03-13,1986.39,2706648.73,890176.77,-2987.04,0.0,0.0,2851389.01,20712334.71,2.0,261418.19,,,2074118.86,381183.84,252349.19,41550774.59,5451524.06,8271125.29,261418.19,3434630.7,1937500.0,0.0,2706648.73,-2989.04,1466387.11,3039404.71,79108.28,796464.26,25342.0,44515854.47,57469.39,324681.76,0.0,1317491.82,430394553.97,1012442.31,38436661.5,0.0,29005826.7,0.0,1623098.02,0,0
2015-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-16,20882.87,0.0,5012187.66,226.5,0.0,0.0,11566853.17,35470766.17,111.0,90825.7,,,4452367.94,2771729.92,384902.74,85978623.46,7383898.01,0.0,90825.7,452602.53,5994230.0,0.0,0.0,115.5,14076577.84,1565248.72,157138.1,1634404.01,1064.58,86069675.66,251550.85,350577.6,0.0,2030502.79,480995023.06,676653.54,84396405.82,0.0,63268637.2,0.0,0.52,0,0
2015-03-17,204303.83,0.0,922.72,47619.96,6000.0,0.0,3940071.98,10789511.55,47619.96,3520.0,,,2857760.63,3445636.77,253941.25,32732914.5,5355525.86,13705.7,3520.0,1204720.61,0.0,0.0,0.0,0.0,387147.84,1017373.43,126636.99,2832774.79,52.0,32784054.46,76812.61,399681.32,0.0,2453091.68,502989904.96,273542.51,31664220.33,0.0,19154652.57,0.0,0.0,0,0
2015-03-18,351.9,0.0,66974.28,32.0,0.0,0.0,753019.8,41199576.62,2.0,124320.22,,,1724600.7,7963762.71,122172.49,16045691.64,4194888.91,0.0,124320.22,109369.64,0.0,0.0,0.0,30.0,4577197.07,712031.87,50360.36,1397382.12,450.62,16170043.86,102122.29,270873.79,0.0,26483767.82,477960372.2,334305.5,15272906.77,0.0,8754268.22,0.0,0.0,0,0
2015-03-19,31746.41,4900.0,950.68,233.74,0.0,14695579.2,2054094.9,27611580.33,138.19,126745.68,,,3265943.03,19920496.41,186123.5,20040616.5,4649878.13,0.0,14822324.88,864125.19,0.0,0.0,4900.0,95.55,1092418.06,465811.56,87679.76,2626354.96,0.0,34868075.12,90155.48,283767.7,0.0,1697352.2,485216875.99,937913.96,19375439.33,0.0,9771308.08,0.0,813.38,0,0
2015-03-20,16752145.4,0.0,30972.62,71.0,0.0,0.0,1869827.64,36048900.52,0.0,544671.29,,,5037363.1,8603317.75,297827.21,105564344.34,10084490.59,1054855.06,544671.29,268345.03,0.0,0.0,0.0,71.0,1071645.43,903158.63,47651.08,82648092.77,1365.16,106109086.63,623464.59,171673.22,0.0,1563983.03,555280243.63,1803153.85,104524304.96,0.0,9574490.55,0.0,17843.83,0,0
2015-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-23,16625232.46,0.0,37254063.75,116758.1,0.0,0.0,3941635.86,76753072.24,116489.0,1078034.9,,,2323467.02,10451628.45,480448.38,29267036.17,10330154.83,6206008.69,1078034.9,208137.09,0.0,0.0,0.0,269.1,474728.57,690681.18,516826.27,1794770.39,0.0,30461829.17,270197.16,286803.8,0.0,2536455.32,508989160.56,821443.34,28428262.54,0.0,11364426.81,0.0,1444.54,0,0
2015-03-24,22517248.95,0.0,410.22,1251807.0,0.0,0.0,6341152.53,35259496.5,1.0,3268408.16,,,3018136.43,1438065.56,251640.86,36113153.4,11926233.8,11670.2,3268408.16,2236536.5,0.0,0.0,0.0,1251806.0,494890.22,792426.26,47582.9,3699098.85,0.0,40633368.56,138791.91,193324.67,0.0,4821668.45,514363049.62,810689.33,35230907.78,0.0,12965198.84,0.0,0.0,0,0
2015-03-25,43961224.78,0.0,9457167.03,17737197.22,0.0,0.0,1210996.41,85814735.37,16997053.9,142682.35,,,6046552.21,9180711.09,261648.17,36388179.59,23236298.77,8919450.51,142682.35,1243375.94,999187.04,0.0,0.0,740143.32,581778.82,872930.05,116736.89,4215250.62,104.05,54268059.16,372785.45,164686.33,0.0,3020710.52,482816373.42,4362756.43,33557070.54,0.0,4515764.68,0.0,32.98,0,0
2015-03-26,1818836.67,0.0,7711.63,3043642.51,0.0,0.0,733100.59,29483129.14,79529.88,485663.87,,,9448486.67,2449522.2,279868.7,28844939.21,8851614.7,1048802.12,485663.87,1219239.94,0.0,0.0,0.0,2964112.63,2043841.29,803302.73,40331.29,11198447.49,27837.14,32374245.59,95658.21,233847.97,0.0,10182243.04,485707489.87,1484740.78,27821341.28,0.0,6717470.51,0.0,0.0,0,0
2015-03-27,3687792.35,0.0,54879.22,0.0,5.0,0.0,1516618.79,18286486.74,0.0,1210118.82,,,3879604.07,558418.21,280335.65,32697177.56,11870613.66,0.0,1210118.82,4541286.33,0.0,0.0,0.0,0.0,2176885.51,793824.93,856269.07,11253002.44,2801.03,33906784.88,203421.73,165317.77,0.0,2585040.31,501328373.69,1287641.36,31418292.01,0.0,5640971.4,0.0,0.0,0,0
2015-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2015-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
